,Time,SA T,SA T Set,OA T,MA T,RA T,SA Fan Stat,RA Fan Stat,SA Speed,RA Speed,OA Damper,RA Damper,Cooling valve,Heating valve,SA Pressure Set,SA Pressure,Occupancy,Fault
256320,12/7/2017 0:00,51.62,55.04,57.38,69.16,74.51,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256321,12/7/2017 0:01,51.62,55.04,57.38,69.16,74.51,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256322,12/7/2017 0:02,51.62,55.04,57.38,69.16,74.51,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256323,12/7/2017 0:03,51.62,55.04,57.38,69.16,74.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256324,12/7/2017 0:04,51.62,55.04,57.38,69.16,74.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256325,12/7/2017 0:05,51.62,55.04,57.38,69.16,74.49,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256326,12/7/2017 0:06,51.62,55.04,57.38,69.16,74.49,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256327,12/7/2017 0:07,51.62,55.04,57.38,69.16,74.49,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256328,12/7/2017 0:08,51.62,55.04,57.38,69.16,74.48,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256329,12/7/2017 0:09,51.62,55.04,57.38,69.16,74.48,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256330,12/7/2017 0:10,51.62,55.04,57.38,69.16,74.48,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256331,12/7/2017 0:11,51.62,55.04,57.38,69.16,74.47,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256332,12/7/2017 0:12,51.62,55.04,57.38,69.16,74.47,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256333,12/7/2017 0:13,51.62,55.04,57.38,69.16,74.47,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256334,12/7/2017 0:14,51.62,55.04,57.38,69.16,74.46,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256335,12/7/2017 0:15,51.62,55.04,57.38,69.16,74.46,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256336,12/7/2017 0:16,51.62,55.04,57.38,69.16,74.46,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256337,12/7/2017 0:17,51.62,55.04,57.38,69.16,74.45,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256338,12/7/2017 0:18,51.62,55.04,57.38,69.16,74.45,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256339,12/7/2017 0:19,51.62,55.04,57.38,69.16,74.45,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256340,12/7/2017 0:20,51.62,55.04,57.38,69.16,74.44,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256341,12/7/2017 0:21,51.62,55.04,57.38,69.16,74.44,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256342,12/7/2017 0:22,51.62,55.04,57.38,69.16,74.44,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256343,12/7/2017 0:23,51.62,55.04,57.38,69.16,74.44,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256344,12/7/2017 0:24,51.62,55.04,57.38,69.16,74.43,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256345,12/7/2017 0:25,51.62,55.04,57.38,69.16,74.43,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256346,12/7/2017 0:26,51.62,55.04,57.38,69.16,74.43,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256347,12/7/2017 0:27,51.62,55.04,57.38,69.16,74.43,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256348,12/7/2017 0:28,51.62,55.04,57.38,69.16,74.42,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256349,12/7/2017 0:29,51.62,55.04,57.38,69.16,74.42,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256350,12/7/2017 0:30,51.62,55.04,57.38,69.16,74.42,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256351,12/7/2017 0:31,51.62,55.04,57.38,69.16,74.42,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256352,12/7/2017 0:32,51.62,55.04,57.38,69.16,74.41,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256353,12/7/2017 0:33,51.62,55.04,57.38,69.16,74.41,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256354,12/7/2017 0:34,51.62,55.04,57.38,69.16,74.41,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256355,12/7/2017 0:35,51.62,55.04,57.38,69.16,74.41,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256356,12/7/2017 0:36,51.62,55.04,57.38,69.16,74.4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256357,12/7/2017 0:37,51.62,55.04,57.38,69.16,74.4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
256358,12/7/2017 0:38,51.62,55.04,57.38,69.16,74.4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0,1
