,Time,SA T,SA T Set,OA T,MA T,RA T,SA Fan Stat,RA Fan Stat,SA Speed,RA Speed,OA Damper,RA Damper,Cooling valve,Heating valve,SA Pressure Set,SA Pressure,Occupancy,Fault
164160,8/23/2017 0:00,54.11,55.04,70.16,73.0,76.6,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164161,8/23/2017 0:01,54.11,55.04,70.16,73.0,76.6,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164162,8/23/2017 0:02,54.11,55.04,70.16,73.0,76.6,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164163,8/23/2017 0:03,54.11,55.04,70.16,73.0,76.6,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164164,8/23/2017 0:04,54.11,55.04,70.16,73.0,76.6,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164165,8/23/2017 0:05,54.11,55.04,70.16,73.0,76.6,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164166,8/23/2017 0:06,54.11,55.04,70.16,73.0,76.6,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164167,8/23/2017 0:07,54.11,55.04,70.16,73.0,76.6,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164168,8/23/2017 0:08,54.11,55.04,70.16,73.0,76.59,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164169,8/23/2017 0:09,54.11,55.04,70.16,73.0,76.59,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164170,8/23/2017 0:10,54.11,55.04,70.16,73.0,76.59,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164171,8/23/2017 0:11,54.11,55.04,70.16,73.0,76.59,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164172,8/23/2017 0:12,54.11,55.04,70.16,73.0,76.59,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164173,8/23/2017 0:13,54.11,55.04,70.16,73.0,76.59,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164174,8/23/2017 0:14,54.11,55.04,70.16,73.0,76.59,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164175,8/23/2017 0:15,54.11,55.04,70.16,73.0,76.59,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164176,8/23/2017 0:16,54.11,55.04,70.16,73.0,76.59,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164177,8/23/2017 0:17,54.11,55.04,70.16,73.0,76.58,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164178,8/23/2017 0:18,54.11,55.04,70.16,73.0,76.58,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164179,8/23/2017 0:19,54.11,55.04,70.16,73.0,76.58,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164180,8/23/2017 0:20,54.11,55.04,70.16,73.0,76.58,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164181,8/23/2017 0:21,54.11,55.04,70.16,73.0,76.58,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164182,8/23/2017 0:22,54.11,55.04,70.16,73.0,76.58,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164183,8/23/2017 0:23,54.11,55.04,70.16,73.0,76.58,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164184,8/23/2017 0:24,54.11,55.04,70.16,73.0,76.58,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164185,8/23/2017 0:25,54.11,55.04,70.16,73.0,76.57,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164186,8/23/2017 0:26,54.11,55.04,70.16,73.0,76.57,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164187,8/23/2017 0:27,54.11,55.04,70.16,73.0,76.57,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164188,8/23/2017 0:28,54.11,55.04,70.16,73.0,76.57,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164189,8/23/2017 0:29,54.11,55.04,70.16,73.0,76.57,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164190,8/23/2017 0:30,54.11,55.04,70.16,73.0,76.57,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164191,8/23/2017 0:31,54.11,55.04,70.16,73.0,76.56,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164192,8/23/2017 0:32,54.11,55.04,70.16,73.0,76.56,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164193,8/23/2017 0:33,54.11,55.04,70.16,73.0,76.56,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164194,8/23/2017 0:34,54.11,55.04,70.16,73.0,76.56,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164195,8/23/2017 0:35,54.11,55.04,70.16,73.0,76.56,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164196,8/23/2017 0:36,54.11,55.04,70.16,73.0,76.56,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
164197,8/23/2017 0:37,54.11,55.04,70.16,73.0,76.55,0,0,0.0,0.0,0.0,0.0,0.04,0,0.04,0.0,0,1
